序号,帧ID,时间标识,类型,报文描述,报文内容,长度,数据(Hex),
4086,0x0C0000EA,23:54:28.004,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4087,0x0C0000EA,23:54:28.015,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4088,0x0CF00400,23:54:28.015,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x03 7F 8E 20 38 00 FF 8C ),8,03 7F 8E 20 38 00 FF 8C ,
4089,0x0CFD9200,23:54:28.015,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x92 ) SA(0x0 ) PGN(0xFD92 ) Data Field(0xF0 FF FF FF FF F3 FF 00 ),8,F0 FF FF FF FF F3 FF 00 ,
4090,0x18FEDF00,23:54:28.017,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xDF ) SA(0x0 ) PGN(0xFEDF ) Data Field(0x89 40 38 7D 7D FF FF F5 ),8,89 40 38 7D 7D FF FF F5 ,
4091,0x0C0000EA,23:54:28.026,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4092,0x0CF00300,23:54:28.032,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 0F 00 FF FF FF E1 ),8,D0 FF 0F 00 FF FF FF E1 ,
4093,0x0CF00400,23:54:28.032,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x23 7F 8E 24 38 00 FF 8C ),8,23 7F 8E 24 38 00 FF 8C ,
4094,0x0CF00A00,23:54:28.033,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 72 04 FF FF FF FF ),8,FF FF 72 04 FF FF FF FF ,
4095,0x0CF00E00,23:54:28.033,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
4096,0x0C0000EA,23:54:28.034,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4097,0x0C0000EA,23:54:28.044,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4098,0x0CF00400,23:54:28.048,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x33 7F 8E 28 38 00 FF 8B ),8,33 7F 8E 28 38 00 FF 8B ,
4099,0x0C0000EA,23:54:28.056,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4100,0x1CFE9200,23:54:28.064,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 4F 00 0B 00 ),8,0C FF FF FF 4F 00 0B 00 ,
4101,0x18FE9600,23:54:28.066,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
4102,0x0C0000EA,23:54:28.066,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4103,0x18FEE000,23:54:28.066,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
4104,0x18FEF000,23:54:28.067,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 20 38 40 38 01 00 FF ),8,FF 20 38 40 38 01 00 FF ,
4105,0x18FEF100,23:54:28.067,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
4106,0x18FEF200,23:54:28.067,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x67 00 00 00 3D 01 2C FF ),8,67 00 00 00 3D 01 2C FF ,
4107,0x0C0000EA,23:54:28.076,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4108,0x0CF00300,23:54:28.081,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 0F 00 FF FF FF E1 ),8,D0 FF 0F 00 FF FF FF E1 ,
4109,0x0CF00400,23:54:28.081,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 7F 8E 38 38 00 FF 8B ),8,43 7F 8E 38 38 00 FF 8B ,
4110,0x0CF00A00,23:54:28.083,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 80 04 FF FF FF FF ),8,FF FF 80 04 FF FF FF FF ,
4111,0x0CF00E00,23:54:28.083,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
4112,0x0C0000EA,23:54:28.085,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4113,0x0C0000EA,23:54:28.096,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4114,0x0CF00400,23:54:28.096,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x33 7F 8E 40 38 00 FF 8B ),8,33 7F 8E 40 38 00 FF 8B ,
4115,0x0C0000EA,23:54:28.105,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4116,0x0CF00400,23:54:28.112,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x33 7F 8E 50 38 00 FF 8B ),8,33 7F 8E 50 38 00 FF 8B ,
4117,0x0C0000EA,23:54:28.116,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4118,0x0C0000EA,23:54:28.125,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4119,0x0CF00300,23:54:28.135,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 0F 00 FF FF FF E1 ),8,D0 FF 0F 00 FF FF FF E1 ,
4120,0x0C0000EA,23:54:28.135,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4121,0x0CF00400,23:54:28.135,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x03 7F 8E 38 38 00 FF 8B ),8,03 7F 8E 38 38 00 FF 8B ,
4122,0x0CF00A00,23:54:28.136,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 2F 04 FF FF FF FF ),8,FF FF 2F 04 FF FF FF FF ,
4123,0x0CF00E00,23:54:28.136,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
4124,0x0C0000EA,23:54:28.145,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4125,0x0CF00400,23:54:28.152,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x53 7F 8D 20 38 00 FF 8C ),8,53 7F 8D 20 38 00 FF 8C ,
4126,0x0C0000EA,23:54:28.156,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4127,0x1CFE9200,23:54:28.161,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 4F 00 09 00 ),8,0C FF FF FF 4F 00 09 00 ,
4128,0x18FE9600,23:54:28.161,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
4129,0x18FEE000,23:54:28.161,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
4130,0x18FEF000,23:54:28.163,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 08 38 40 38 01 00 FF ),8,FF 08 38 40 38 01 00 FF ,
4131,0x18FEF100,23:54:28.163,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
4132,0x18FEF200,23:54:28.163,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x68 00 00 00 3D 01 29 FF ),8,68 00 00 00 3D 01 29 FF ,
4133,0x0C0000EA,23:54:28.166,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4134,0x0C0000EA,23:54:28.175,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4135,0x0CF00300,23:54:28.177,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 0E 00 FF FF FF E1 ),8,D0 FF 0E 00 FF FF FF E1 ,
4136,0x0CF00400,23:54:28.177,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x53 7F 8D 04 38 00 FF 8C ),8,53 7F 8D 04 38 00 FF 8C ,
4137,0x0CF00A00,23:54:28.177,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 2A 04 FF FF FF FF ),8,FF FF 2A 04 FF FF FF FF ,
4138,0x0CF00E00,23:54:28.179,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
4139,0x0C0000EA,23:54:28.185,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4140,0x0CF00400,23:54:28.194,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 7F 8D 10 38 00 FF 8C ),8,73 7F 8D 10 38 00 FF 8C ,
4141,0x0C0000EA,23:54:28.195,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4142,0x0C0000EA,23:54:28.205,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4143,0x0CF00400,23:54:28.210,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 7F 8D 24 38 00 FF 8C ),8,73 7F 8D 24 38 00 FF 8C ,
4144,0x0C0000EA,23:54:28.215,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4145,0x0C0000EA,23:54:28.225,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4146,0x0CF00300,23:54:28.225,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 0F 00 FF FF FF E1 ),8,D0 FF 0F 00 FF FF FF E1 ,
4147,0x0CF00A00,23:54:28.227,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 18 04 FF FF FF FF ),8,FF FF 18 04 FF FF FF FF ,
4148,0x0CF00E00,23:54:28.227,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
4149,0x0CF00400,23:54:28.235,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 7F 8D 28 38 00 FF 8B ),8,73 7F 8D 28 38 00 FF 8B ,
4150,0x0C0000EA,23:54:28.235,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4151,0x0C0000EA,23:54:28.246,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4152,0x0CF00400,23:54:28.252,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x63 7F 8D 38 38 00 FF 8B ),8,63 7F 8D 38 38 00 FF 8B ,
4153,0x0C0000EA,23:54:28.256,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4154,0x0C0000EA,23:54:28.265,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4155,0x0C0000EA,23:54:28.275,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4156,0x0CF00300,23:54:28.282,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 0E 00 FF FF FF E1 ),8,D0 FF 0E 00 FF FF FF E1 ,
4157,0x0CF00400,23:54:28.284,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x63 7F 8D 48 38 00 FF 8B ),8,63 7F 8D 48 38 00 FF 8B ,
4158,0x0CF00A00,23:54:28.284,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 2F 04 FF FF FF FF ),8,FF FF 2F 04 FF FF FF FF ,
4159,0x0CF00E00,23:54:28.286,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
4160,0x0C0000EA,23:54:28.286,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
4161,0x0CFD9200,23:54:28.286,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x92 ) SA(0x0 ) PGN(0xFD92 ) Data Field(0xF0 FF FF FF FF F3 FF 00 ),8,F0 FF FF FF FF F3 FF 00 ,
4162,0x18FDB200,23:54:28.288,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xB2 ) SA(0x0 ) PGN(0xFDB2 ) Data Field(0xFF FF FF FF 00 00 FF FF ),8,FF FF FF FF 00 00 FF FF ,
4163,0x18FDD000,23:54:28.288,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xD0 ) SA(0x0 ) PGN(0xFDD0 ) Data Field(0xFF FF FF FF 1C 3D 02 FF ),8,FF FF FF FF 1C 3D 02 FF ,
4164,0x1CFE9200,23:54:28.288,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 4E 00 09 00 ),8,0C FF FF FF 4E 00 09 00 ,
4165,0x18FE9600,23:54:28.288,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
4166,0x18FEDF00,23:54:28.289,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xDF ) SA(0x0 ) PGN(0xFEDF ) Data Field(0x89 40 38 7D 7D FF FF F5 ),8,89 40 38 7D 7D FF FF F5 ,
4167,0x18FEE000,23:54:28.289,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
4168,0x18FEEF00,23:54:28.289,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xEF ) SA(0x0 ) PGN(0xFEEF ) Data Field(0xFF FF FF 0C FF FF FF FF ),8,FF FF FF 0C FF FF FF FF ,
4169,0x18FEF000,23:54:28.291,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 48 38 40 38 01 00 FF ),8,FF 48 38 40 38 01 00 FF ,
4170,0x18FEF100,23:54:28.291,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
4171,0x18FEF200,23:54:28.291,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x66 00 00 00 3C 01 29 FF ),8,66 00 00 00 3C 01 29 FF ,
4172,0x18FEF600,23:54:28.291,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF6 ) SA(0x0 ) PGN(0xFEF6 ) Data Field(0xFF 02 4B 1C FF FF FF FF ),8,FF 02 4B 1C FF FF FF FF ,
4173,0x18FEFD00,23:54:28.293,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xFD ) SA(0x0 ) PGN(0xFEFD ) Data Field(0xFF 00 00 FF FF FF FF FF ),8,FF 00 00 FF FF FF FF FF ,
